customer_id,age,months_active,monthly_charges,total_charges,internet_service,contract_type,payment_method,support_tickets,churn
CUST_002581,47,38,111.93,4238.19,Fiber,One year,Mailed check,2,0
CUST_002582,47,7,78.13,513.54,No,One year,Mailed check,5,1
CUST_002583,41,1,94.86,94.86,Fiber,Month-to-month,Bank transfer,3,0
CUST_002584,60,17,79.41,1460.14,Fiber,Month-to-month,Bank transfer,1,0
CUST_002585,58,5,54.31,360.86,Fiber,Two year,Credit card,2,1
CUST_002586,32,34,69.0,2348.98,No,Two year,Mailed check,4,0
CUST_002587,22,24,105.27,2393.47,DSL,Month-to-month,Bank transfer,2,0
CUST_002588,38,61,54.53,3204.81,DSL,Month-to-month,Credit card,1,0
CUST_002589,29,36,44.21,1536.97,No,Two year,Electronic check,3,0
CUST_002590,41,4,42.32,265.79,Fiber,Month-to-month,Mailed check,3,0
CUST_002591,60,38,60.65,2333.71,Fiber,Two year,Credit card,1,0
CUST_002592,35,24,44.93,929.0,DSL,Month-to-month,Bank transfer,4,1
CUST_002593,41,26,98.48,2600.91,Fiber,Two year,Mailed check,4,1
CUST_002594,42,42,69.33,2827.82,DSL,One year,Electronic check,5,1
CUST_002595,54,20,84.43,1636.47,DSL,Month-to-month,Electronic check,4,0
CUST_002596,18,15,59.03,982.57,Fiber,One year,Electronic check,2,0
CUST_002597,32,24,42.2,1089.26,No,Month-to-month,Electronic check,4,0
CUST_002598,45,8,38.81,419.81,DSL,Month-to-month,Mailed check,4,0
CUST_002599,60,4,46.84,185.05,DSL,Month-to-month,Electronic check,1,1
CUST_002600,34,23,71.95,1743.16,DSL,One year,Electronic check,3,0
CUST_002601,18,6,75.4,393.77,Fiber,Month-to-month,Credit card,3,0
CUST_002602,51,1,77.06,77.06,Fiber,Month-to-month,Electronic check,1,0
CUST_002603,32,1,35.23,35.23,DSL,Month-to-month,Bank transfer,2,1
CUST_002604,24,22,64.99,1432.21,No,One year,Electronic check,3,0
CUST_002605,32,10,44.48,316.14,DSL,Two year,Mailed check,2,0
CUST_002606,39,33,73.03,2387.47,DSL,Month-to-month,Electronic check,1,1
CUST_002607,32,11,74.58,965.56,DSL,Month-to-month,Electronic check,1,0
CUST_002608,18,15,41.56,514.1,DSL,One year,Credit card,3,0
CUST_002609,55,12,84.36,879.39,DSL,Month-to-month,Mailed check,1,0
CUST_002610,61,25,111.78,2669.54,DSL,One year,Mailed check,1,0
CUST_002611,51,10,81.7,1083.15,Fiber,Month-to-month,Electronic check,4,1
CUST_002612,24,79,61.74,4924.21,DSL,One year,Mailed check,2,1
CUST_002613,38,66,58.67,3845.13,DSL,Month-to-month,Bank transfer,3,0
CUST_002614,41,45,60.82,2743.67,DSL,Month-to-month,Mailed check,1,1
CUST_002615,50,60,49.79,3009.88,DSL,One year,Mailed check,3,0
CUST_002616,52,14,70.05,916.63,DSL,One year,Electronic check,0,1
CUST_002617,30,18,42.23,708.43,DSL,Month-to-month,Bank transfer,3,1
CUST_002618,43,32,27.21,854.83,No,One year,Credit card,2,0
CUST_002619,48,28,69.39,1870.5,Fiber,Month-to-month,Electronic check,1,0
CUST_002620,63,53,65.42,3427.81,Fiber,One year,Bank transfer,1,0
CUST_002621,52,30,53.58,1642.61,No,Month-to-month,Mailed check,1,1
CUST_002622,53,120,39.35,4621.81,Fiber,Month-to-month,Electronic check,2,1
CUST_002623,43,10,70.79,968.94,Fiber,Two year,Credit card,2,1
CUST_002624,63,42,45.2,1973.57,Fiber,Month-to-month,Electronic check,3,0
CUST_002625,48,28,62.22,1615.18,Fiber,One year,Bank transfer,2,0
CUST_002626,29,28,100.3,2560.59,No,Two year,Mailed check,3,0
CUST_002627,63,9,78.02,633.46,DSL,One year,Electronic check,2,0
CUST_002628,52,36,37.62,1422.66,DSL,One year,Bank transfer,2,0
CUST_002629,35,55,39.5,2221.71,DSL,Month-to-month,Bank transfer,2,1
CUST_002630,34,5,68.04,329.1,No,Two year,Credit card,2,1
CUST_002631,46,23,37.49,802.21,Fiber,Month-to-month,Bank transfer,4,0
CUST_002632,48,11,24.97,184.21,No,Two year,Bank transfer,1,0
CUST_002633,44,109,75.65,8205.31,Fiber,One year,Credit card,2,0
CUST_002634,46,15,71.42,970.04,Fiber,One year,Bank transfer,2,0
CUST_002635,67,6,74.01,404.18,Fiber,Month-to-month,Credit card,1,0
CUST_002636,58,11,70.26,905.96,Fiber,Month-to-month,Bank transfer,0,1
CUST_002637,44,25,63.69,1515.22,Fiber,Month-to-month,Mailed check,1,0
CUST_002638,56,1,51.76,112.84,DSL,One year,Mailed check,7,0
CUST_002639,26,22,75.32,1733.44,Fiber,One year,Mailed check,1,1
CUST_002640,47,64,95.6,6010.29,DSL,One year,Electronic check,0,1
CUST_002641,69,45,54.98,2389.56,Fiber,Two year,Electronic check,3,0
CUST_002642,38,1,44.59,151.48,Fiber,Two year,Mailed check,3,0
CUST_002643,29,120,42.3,4983.14,No,Month-to-month,Credit card,0,0
CUST_002644,32,28,47.67,1328.88,No,Month-to-month,Electronic check,2,0
CUST_002645,25,4,69.05,480.21,Fiber,Month-to-month,Mailed check,0,1
CUST_002646,30,1,22.21,120.19,DSL,Two year,Credit card,4,0
CUST_002647,36,4,73.78,303.66,No,Month-to-month,Electronic check,2,1
CUST_002648,20,43,77.88,3432.84,DSL,Month-to-month,Credit card,0,1
CUST_002649,42,1,29.04,29.04,Fiber,One year,Bank transfer,3,0
CUST_002650,55,6,45.42,374.32,DSL,One year,Bank transfer,2,0
CUST_002651,28,33,66.59,1992.96,DSL,Two year,Electronic check,1,0
CUST_002652,64,21,62.13,1290.82,Fiber,One year,Electronic check,3,0
CUST_002653,49,36,75.39,2505.5,DSL,Two year,Electronic check,2,0
CUST_002654,57,32,62.18,2005.81,No,Month-to-month,Credit card,2,0
CUST_002655,32,1,90.3,90.3,Fiber,Two year,Credit card,0,1
CUST_002656,54,53,58.58,3240.63,Fiber,Month-to-month,Bank transfer,3,0
CUST_002657,25,6,45.34,343.22,DSL,Two year,Bank transfer,2,0
CUST_002658,55,19,43.73,778.28,DSL,Two year,Credit card,5,0
CUST_002659,44,24,79.71,1872.4,Fiber,One year,Credit card,0,0
CUST_002660,50,4,65.59,300.44,Fiber,One year,Bank transfer,1,0
CUST_002661,24,89,77.67,6855.76,Fiber,Two year,Electronic check,1,0
CUST_002662,28,16,77.26,1232.96,Fiber,Month-to-month,Electronic check,1,1
CUST_002663,50,1,24.6,156.27,Fiber,One year,Mailed check,0,0
CUST_002664,27,66,42.2,2702.18,Fiber,Two year,Mailed check,1,0
CUST_002665,48,21,44.59,891.57,Fiber,One year,Mailed check,3,0
CUST_002666,21,28,48.68,1332.26,Fiber,Two year,Credit card,1,1
CUST_002667,54,17,56.59,1277.89,No,One year,Bank transfer,0,1
CUST_002668,23,43,84.98,3715.09,Fiber,One year,Bank transfer,2,0
CUST_002669,50,1,88.97,202.18,DSL,Month-to-month,Mailed check,1,0
CUST_002670,51,7,59.14,490.81,Fiber,Month-to-month,Mailed check,1,1
CUST_002671,31,15,59.97,983.16,Fiber,One year,Electronic check,2,0
CUST_002672,50,1,50.89,98.25,DSL,Month-to-month,Mailed check,0,0
CUST_002673,45,29,66.78,1973.26,Fiber,Month-to-month,Electronic check,3,1
CUST_002674,33,12,69.05,683.53,Fiber,Two year,Mailed check,2,0
CUST_002675,26,7,81.13,603.69,Fiber,One year,Electronic check,0,0
CUST_002676,18,1,80.97,80.97,No,Month-to-month,Mailed check,2,1
CUST_002677,47,30,20.0,654.55,No,Month-to-month,Electronic check,2,1
CUST_002678,18,43,61.95,2656.73,DSL,One year,Electronic check,5,0
CUST_002679,43,12,92.68,1188.5,Fiber,Two year,Credit card,0,0
CUST_002680,38,19,56.24,1162.51,Fiber,One year,Bank transfer,1,0
CUST_002681,52,6,87.78,235.49,DSL,One year,Bank transfer,0,0
CUST_002682,37,23,58.87,1310.64,DSL,Month-to-month,Bank transfer,0,1
CUST_002683,37,1,68.5,68.5,DSL,Two year,Bank transfer,1,0
CUST_002684,52,16,42.26,700.09,DSL,One year,Bank transfer,4,0
CUST_002685,47,24,43.02,1002.29,No,Month-to-month,Credit card,1,0
CUST_002686,46,60,79.51,4906.17,DSL,Month-to-month,Electronic check,3,0
CUST_002687,49,11,82.64,929.72,DSL,Month-to-month,Credit card,2,1
CUST_002688,18,34,65.53,2179.42,DSL,Two year,Credit card,0,0
CUST_002689,53,21,40.45,943.3,Fiber,One year,Electronic check,0,0
CUST_002690,51,62,65.88,4052.5,DSL,Month-to-month,Mailed check,4,1
CUST_002691,26,12,90.14,1031.94,DSL,Month-to-month,Mailed check,2,1
CUST_002692,38,9,99.86,938.08,DSL,Month-to-month,Credit card,0,0
CUST_002693,41,52,58.67,3211.92,DSL,Month-to-month,Electronic check,6,0
CUST_002694,39,1,31.8,117.16,DSL,Month-to-month,Bank transfer,1,1
CUST_002695,47,3,81.81,302.11,Fiber,Month-to-month,Credit card,2,0
CUST_002696,63,2,59.48,394.06,DSL,Two year,Electronic check,7,1
CUST_002697,58,44,83.86,3616.63,DSL,Two year,Electronic check,2,0
CUST_002698,22,1,70.62,70.62,DSL,Month-to-month,Credit card,3,1
CUST_002699,51,47,47.33,2239.12,No,Month-to-month,Credit card,3,0
CUST_002700,61,14,66.16,1077.81,DSL,One year,Bank transfer,2,0
CUST_002701,47,1,91.17,91.17,No,Month-to-month,Mailed check,2,1
CUST_002702,58,12,62.02,919.66,No,Month-to-month,Credit card,3,0
CUST_002703,72,4,44.3,44.3,Fiber,Month-to-month,Credit card,2,0
CUST_002704,57,23,33.23,752.1,Fiber,Month-to-month,Bank transfer,3,0
CUST_002705,45,27,49.56,1355.38,Fiber,Month-to-month,Mailed check,2,1
CUST_002706,57,16,56.8,820.49,Fiber,Two year,Bank transfer,1,1
CUST_002707,44,1,81.4,81.4,Fiber,Month-to-month,Electronic check,0,1
CUST_002708,42,25,42.58,1144.24,Fiber,Month-to-month,Electronic check,1,0
CUST_002709,36,44,96.08,4371.46,DSL,Month-to-month,Credit card,1,1
CUST_002710,65,30,38.26,936.25,Fiber,Month-to-month,Electronic check,3,1
CUST_002711,29,42,111.63,4706.47,Fiber,One year,Electronic check,3,1
CUST_002712,64,5,99.51,486.22,DSL,One year,Bank transfer,4,0
CUST_002713,49,52,67.82,3537.55,No,Month-to-month,Electronic check,2,0
CUST_002714,21,9,32.05,256.74,DSL,Two year,Electronic check,1,0
CUST_002715,47,1,63.89,63.89,No,One year,Mailed check,1,0
CUST_002716,18,44,57.26,2673.81,Fiber,Two year,Bank transfer,3,0
CUST_002717,51,68,39.51,2802.9,Fiber,Month-to-month,Electronic check,0,0
CUST_002718,55,25,70.82,1760.11,No,Month-to-month,Mailed check,2,1
CUST_002719,33,6,48.53,242.33,No,One year,Mailed check,2,0
CUST_002720,43,6,50.7,243.27,DSL,Month-to-month,Electronic check,2,1
CUST_002721,71,15,60.93,655.33,Fiber,Month-to-month,Credit card,1,1
CUST_002722,34,54,53.5,2924.48,DSL,Two year,Electronic check,2,0
CUST_002723,26,3,106.56,397.72,Fiber,Two year,Bank transfer,2,0
CUST_002724,64,41,54.29,2239.5,No,Month-to-month,Bank transfer,2,1
CUST_002725,71,8,73.82,581.91,DSL,Two year,Electronic check,3,0
CUST_002726,42,39,67.91,2661.85,DSL,One year,Electronic check,2,0
CUST_002727,57,60,72.06,4237.98,Fiber,Month-to-month,Credit card,0,1
CUST_002728,62,13,73.58,906.61,DSL,Month-to-month,Mailed check,1,0
CUST_002729,30,10,82.63,809.64,DSL,Month-to-month,Mailed check,4,0
CUST_002730,34,38,70.33,2742.17,Fiber,Month-to-month,Credit card,2,1
CUST_002731,60,18,69.5,1388.85,Fiber,Month-to-month,Electronic check,5,0
CUST_002732,67,27,66.17,1763.66,Fiber,Month-to-month,Credit card,2,0
CUST_002733,50,23,62.23,1326.85,Fiber,Month-to-month,Mailed check,4,1
CUST_002734,28,3,46.76,143.86,No,Month-to-month,Bank transfer,0,0
CUST_002735,71,44,63.78,3007.58,No,Month-to-month,Credit card,3,0
CUST_002736,34,5,69.83,253.35,Fiber,Month-to-month,Bank transfer,4,1
CUST_002737,36,64,73.04,4763.35,DSL,Month-to-month,Electronic check,1,0
CUST_002738,47,6,68.61,545.23,DSL,Month-to-month,Bank transfer,1,0
CUST_002739,65,31,60.34,1834.57,No,One year,Credit card,3,0
CUST_002740,54,8,63.86,440.79,Fiber,Month-to-month,Mailed check,3,0
CUST_002741,48,9,53.93,542.84,No,Month-to-month,Mailed check,2,1
CUST_002742,48,8,71.26,605.44,Fiber,Two year,Electronic check,3,0
CUST_002743,42,33,60.58,2068.53,No,Month-to-month,Bank transfer,3,0
CUST_002744,50,19,68.61,1510.98,DSL,Month-to-month,Credit card,2,1
CUST_002745,18,51,85.02,4352.52,Fiber,Month-to-month,Bank transfer,3,1
CUST_002746,37,8,50.81,287.28,Fiber,One year,Credit card,4,0
CUST_002747,45,28,76.93,2160.81,No,Two year,Credit card,1,0
CUST_002748,24,33,65.66,2191.07,Fiber,Month-to-month,Electronic check,2,0
CUST_002749,47,3,105.42,442.99,DSL,Month-to-month,Mailed check,1,0
CUST_002750,38,12,60.67,708.41,No,One year,Mailed check,2,0
CUST_002751,68,15,78.9,1142.64,Fiber,Month-to-month,Bank transfer,2,1
CUST_002752,65,10,65.31,515.95,DSL,Two year,Electronic check,1,0
CUST_002753,35,9,37.23,389.85,Fiber,Month-to-month,Bank transfer,4,1
CUST_002754,39,27,54.59,1808.65,Fiber,Month-to-month,Electronic check,3,0
CUST_002755,40,5,82.61,390.79,Fiber,Month-to-month,Credit card,2,1
CUST_002756,35,29,56.35,1679.23,No,Month-to-month,Credit card,2,1
CUST_002757,44,65,20.59,1283.88,Fiber,Month-to-month,Electronic check,0,0
CUST_002758,30,19,64.37,1094.94,Fiber,One year,Bank transfer,1,0
CUST_002759,25,22,43.15,992.8,DSL,Month-to-month,Credit card,3,1
CUST_002760,51,1,67.64,70.46,Fiber,Month-to-month,Mailed check,4,1
CUST_002761,51,47,96.02,4274.52,DSL,Month-to-month,Electronic check,4,1
CUST_002762,29,8,80.39,804.12,DSL,One year,Bank transfer,7,1
CUST_002763,55,22,95.73,2147.73,DSL,Month-to-month,Bank transfer,1,1
CUST_002764,32,92,53.77,4954.21,DSL,Month-to-month,Bank transfer,0,0
CUST_002765,45,21,62.14,1262.67,DSL,Month-to-month,Credit card,2,1
CUST_002766,54,30,44.11,1363.87,Fiber,Month-to-month,Credit card,1,1
CUST_002767,41,14,51.32,763.61,DSL,Two year,Credit card,1,0
CUST_002768,48,1,46.46,86.59,DSL,Month-to-month,Electronic check,5,1
CUST_002769,34,38,38.87,1583.69,No,Month-to-month,Electronic check,2,0
CUST_002770,39,1,92.32,221.84,Fiber,Two year,Credit card,0,1
CUST_002771,38,28,23.16,849.06,Fiber,Month-to-month,Bank transfer,2,0
CUST_002772,30,1,92.4,92.4,DSL,One year,Mailed check,4,0
CUST_002773,39,47,89.92,4168.95,Fiber,One year,Mailed check,1,1
CUST_002774,18,4,75.0,336.1,Fiber,Month-to-month,Credit card,1,1
CUST_002775,34,17,42.71,648.16,Fiber,Month-to-month,Electronic check,1,1
CUST_002776,37,21,33.36,638.68,DSL,Two year,Credit card,1,0
CUST_002777,38,14,54.03,803.97,Fiber,Month-to-month,Bank transfer,0,0
CUST_002778,38,10,77.5,865.11,No,Month-to-month,Credit card,2,0
CUST_002779,41,15,65.06,1103.51,No,Month-to-month,Mailed check,1,1
CUST_002780,49,8,44.13,333.78,DSL,Month-to-month,Bank transfer,1,1
CUST_002781,55,13,87.96,1189.85,Fiber,Month-to-month,Bank transfer,2,0
CUST_002782,32,10,98.69,1011.15,DSL,Month-to-month,Mailed check,3,0
CUST_002783,23,20,60.47,1211.13,Fiber,Month-to-month,Mailed check,1,0
CUST_002784,26,6,67.19,321.52,Fiber,One year,Bank transfer,1,1
CUST_002785,34,107,34.82,3631.74,Fiber,Month-to-month,Electronic check,3,0
CUST_002786,36,16,56.71,974.06,Fiber,Month-to-month,Credit card,2,1
CUST_002787,30,5,75.21,292.76,Fiber,Month-to-month,Credit card,4,1
CUST_002788,22,15,72.1,903.77,Fiber,Month-to-month,Electronic check,0,0
CUST_002789,35,48,54.85,2629.46,DSL,Month-to-month,Credit card,2,0
CUST_002790,44,1,59.52,205.04,Fiber,Month-to-month,Bank transfer,5,1
CUST_002791,50,27,56.06,1234.02,No,Month-to-month,Mailed check,0,1
CUST_002792,33,19,59.43,1100.35,DSL,One year,Mailed check,1,0
CUST_002793,35,4,73.46,361.38,DSL,Month-to-month,Mailed check,2,0
CUST_002794,28,40,25.65,843.62,Fiber,Month-to-month,Bank transfer,1,1
CUST_002795,41,11,63.51,677.31,Fiber,Two year,Mailed check,0,0
CUST_002796,29,8,72.0,462.05,Fiber,Month-to-month,Mailed check,4,0
CUST_002797,50,42,53.59,2150.08,Fiber,Month-to-month,Electronic check,1,0
CUST_002798,18,24,55.41,1289.68,No,Two year,Bank transfer,0,0
CUST_002799,36,54,55.99,2911.26,No,Month-to-month,Bank transfer,2,0
CUST_002800,46,23,55.42,1154.01,DSL,Two year,Credit card,4,1
CUST_002801,44,32,65.12,2077.84,DSL,Month-to-month,Electronic check,4,0
CUST_002802,80,43,67.58,3128.66,Fiber,Two year,Electronic check,2,0
CUST_002803,47,1,22.99,98.76,DSL,Month-to-month,Bank transfer,3,0
CUST_002804,26,35,78.06,2833.07,Fiber,Two year,Electronic check,5,0
CUST_002805,40,22,59.2,1382.13,Fiber,One year,Bank transfer,1,0
CUST_002806,18,1,103.66,103.66,No,Month-to-month,Electronic check,2,0
CUST_002807,40,17,41.17,730.92,No,Two year,Mailed check,2,0
CUST_002808,29,2,47.65,205.08,DSL,Month-to-month,Bank transfer,3,0
CUST_002809,55,31,60.94,1972.03,Fiber,One year,Mailed check,3,0
CUST_002810,33,18,73.26,1338.22,Fiber,One year,Mailed check,5,0
CUST_002811,40,73,25.98,1948.88,DSL,One year,Credit card,4,1
CUST_002812,32,4,48.42,439.96,Fiber,Month-to-month,Credit card,1,0
CUST_002813,68,22,76.83,1774.13,No,Two year,Electronic check,1,0
CUST_002814,37,5,46.04,198.67,Fiber,One year,Credit card,4,0
CUST_002815,69,22,92.4,2025.41,No,Month-to-month,Mailed check,1,0
CUST_002816,54,30,55.92,1572.25,Fiber,Month-to-month,Mailed check,2,1
CUST_002817,49,30,47.01,1645.08,Fiber,One year,Electronic check,3,0
CUST_002818,47,40,77.2,3248.58,DSL,Two year,Bank transfer,0,1
CUST_002819,47,46,97.15,4477.33,DSL,One year,Electronic check,2,1
CUST_002820,18,1,73.33,291.41,Fiber,Month-to-month,Bank transfer,3,1
CUST_002821,37,10,90.21,965.33,Fiber,Month-to-month,Credit card,2,1
CUST_002822,54,27,98.53,2617.3,Fiber,One year,Credit card,1,0
CUST_002823,41,16,46.56,835.65,Fiber,Month-to-month,Credit card,3,1
CUST_002824,20,5,83.77,458.7,No,Month-to-month,Mailed check,3,1
CUST_002825,41,19,34.53,739.87,DSL,One year,Electronic check,5,0
CUST_002826,67,12,73.5,745.07,Fiber,Month-to-month,Electronic check,2,0
CUST_002827,60,11,63.57,618.28,Fiber,Month-to-month,Electronic check,0,0
CUST_002828,41,39,89.86,3653.35,DSL,Month-to-month,Bank transfer,3,0
CUST_002829,56,12,88.45,1230.65,No,Month-to-month,Bank transfer,1,1
CUST_002830,36,1,76.4,217.91,Fiber,One year,Mailed check,1,0
CUST_002831,18,1,70.97,292.83,DSL,One year,Bank transfer,5,0
CUST_002832,28,46,75.17,3515.44,No,One year,Mailed check,1,0
CUST_002833,65,77,66.24,5150.84,No,Month-to-month,Electronic check,4,0
CUST_002834,37,27,63.78,1630.63,Fiber,Two year,Mailed check,0,0
CUST_002835,38,10,93.85,880.46,Fiber,One year,Bank transfer,2,0
CUST_002836,37,66,96.26,6154.19,No,Two year,Credit card,1,0
CUST_002837,70,26,62.17,1584.19,DSL,Two year,Mailed check,2,0
CUST_002838,66,44,69.75,2863.27,Fiber,Month-to-month,Bank transfer,3,0
CUST_002839,75,34,66.63,2373.62,DSL,Two year,Credit card,2,1
CUST_002840,39,11,32.77,399.27,Fiber,Month-to-month,Mailed check,4,0
CUST_002841,46,15,58.27,671.45,No,Month-to-month,Credit card,1,0
CUST_002842,19,4,96.99,368.99,Fiber,Month-to-month,Mailed check,1,0
CUST_002843,64,8,50.0,596.8,Fiber,Month-to-month,Credit card,2,0
CUST_002844,24,36,107.29,3849.9,DSL,One year,Electronic check,1,1
CUST_002845,45,53,88.44,4587.62,No,Two year,Bank transfer,1,0
CUST_002846,25,30,73.03,2012.35,DSL,One year,Credit card,1,0
CUST_002847,33,15,76.22,967.69,DSL,One year,Electronic check,3,0
CUST_002848,29,2,46.66,146.87,Fiber,Two year,Electronic check,2,1
CUST_002849,32,1,59.7,59.7,DSL,One year,Electronic check,2,0
CUST_002850,33,11,93.83,997.01,DSL,Month-to-month,Electronic check,0,1
CUST_002851,33,14,52.71,694.96,No,Two year,Bank transfer,0,0
CUST_002852,54,22,86.22,1882.87,Fiber,One year,Credit card,2,1
CUST_002853,25,1,37.46,37.46,No,One year,Electronic check,2,0
CUST_002854,45,109,41.04,4504.63,Fiber,One year,Electronic check,3,1
CUST_002855,60,10,103.03,888.01,DSL,Month-to-month,Electronic check,4,1
CUST_002856,34,45,64.76,2838.76,DSL,Month-to-month,Electronic check,0,0
CUST_002857,31,18,54.23,1077.22,No,Month-to-month,Credit card,4,0
CUST_002858,38,3,92.25,314.38,DSL,Month-to-month,Electronic check,2,1
CUST_002859,59,38,89.92,3485.39,Fiber,Two year,Mailed check,1,0
CUST_002860,44,29,83.42,2634.08,DSL,One year,Electronic check,0,1
CUST_002861,34,17,53.6,905.27,Fiber,Month-to-month,Electronic check,2,1
CUST_002862,49,17,59.26,1009.59,DSL,Month-to-month,Electronic check,0,0
CUST_002863,25,2,71.23,116.03,DSL,One year,Electronic check,1,0
CUST_002864,52,25,78.89,1927.86,Fiber,Month-to-month,Electronic check,0,0
CUST_002865,48,58,54.83,3079.1,DSL,Month-to-month,Credit card,1,0
CUST_002866,37,2,68.41,145.24,Fiber,Month-to-month,Mailed check,5,0
CUST_002867,29,7,70.35,527.94,Fiber,Month-to-month,Bank transfer,2,1
CUST_002868,28,55,90.74,5031.52,Fiber,Two year,Mailed check,3,0
CUST_002869,50,8,80.09,647.15,DSL,Two year,Electronic check,0,1
CUST_002870,60,25,34.86,964.22,Fiber,One year,Electronic check,3,0
CUST_002871,32,18,60.73,1096.04,No,Month-to-month,Electronic check,3,1
CUST_002872,48,21,46.42,933.98,Fiber,One year,Electronic check,2,0
CUST_002873,18,12,76.36,823.64,Fiber,Month-to-month,Credit card,2,0
CUST_002874,33,8,83.46,512.81,No,Month-to-month,Electronic check,1,1
CUST_002875,41,1,67.03,213.07,No,Month-to-month,Mailed check,1,0
CUST_002876,28,32,59.64,1838.49,DSL,Month-to-month,Bank transfer,2,1
CUST_002877,27,32,66.38,2031.7,No,Month-to-month,Bank transfer,3,1
CUST_002878,31,26,69.18,1756.88,DSL,One year,Bank transfer,2,0
CUST_002879,46,24,52.2,1224.91,No,Month-to-month,Electronic check,5,1
CUST_002880,39,6,40.63,407.61,DSL,Month-to-month,Bank transfer,3,0
CUST_002881,18,1,24.0,24.0,Fiber,One year,Credit card,3,0
CUST_002882,18,39,90.34,3786.74,No,One year,Mailed check,0,0
CUST_002883,32,16,74.93,1205.21,DSL,Month-to-month,Credit card,0,1
CUST_002884,48,8,72.25,783.7,DSL,One year,Bank transfer,4,0
CUST_002885,18,2,90.3,270.0,Fiber,One year,Bank transfer,1,0
CUST_002886,34,1,39.89,75.99,Fiber,Month-to-month,Mailed check,1,1
CUST_002887,34,10,30.29,460.66,DSL,Two year,Credit card,0,0
CUST_002888,62,39,72.68,2946.92,Fiber,Month-to-month,Mailed check,6,0
CUST_002889,36,60,70.87,4315.39,Fiber,One year,Credit card,4,0
CUST_002890,47,54,30.37,1871.95,DSL,Month-to-month,Mailed check,2,0
CUST_002891,44,60,72.19,4281.59,Fiber,Month-to-month,Credit card,0,1
CUST_002892,18,57,57.0,3149.25,DSL,Month-to-month,Bank transfer,1,1
CUST_002893,53,17,48.86,762.97,DSL,One year,Credit card,0,0
CUST_002894,45,5,58.33,466.88,Fiber,Month-to-month,Electronic check,3,0
CUST_002895,49,38,20.0,905.08,No,Two year,Electronic check,1,0
CUST_002896,80,5,53.17,213.34,Fiber,One year,Credit card,1,0
CUST_002897,18,7,50.91,120.93,DSL,Two year,Mailed check,0,0
CUST_002898,67,6,76.14,436.27,Fiber,Month-to-month,Bank transfer,4,1
CUST_002899,37,17,61.84,949.88,No,Month-to-month,Credit card,1,0
CUST_002900,46,9,77.78,650.6,Fiber,Month-to-month,Electronic check,0,0
CUST_002901,41,4,20.0,20.0,Fiber,Two year,Mailed check,0,0
CUST_002902,35,14,48.22,514.1,No,Month-to-month,Electronic check,4,0
CUST_002903,33,49,76.12,3918.2,Fiber,Two year,Electronic check,0,0
CUST_002904,46,20,58.82,1108.09,No,Month-to-month,Bank transfer,1,0
CUST_002905,19,50,81.91,4236.73,Fiber,Two year,Electronic check,1,0
CUST_002906,53,5,28.91,122.4,DSL,Month-to-month,Mailed check,6,1
CUST_002907,35,4,79.62,205.41,DSL,One year,Credit card,2,0
CUST_002908,25,20,52.22,1095.25,Fiber,Two year,Mailed check,2,0
CUST_002909,35,14,50.28,664.76,Fiber,Two year,Credit card,1,0
CUST_002910,60,25,84.82,2099.81,Fiber,Two year,Mailed check,2,1
CUST_002911,33,37,88.24,3279.3,DSL,One year,Electronic check,1,1
CUST_002912,47,33,85.69,2746.68,No,Two year,Mailed check,1,0
CUST_002913,31,68,105.77,7030.44,No,One year,Electronic check,0,1
CUST_002914,53,12,90.34,1078.91,Fiber,Two year,Bank transfer,1,0
CUST_002915,52,5,49.09,341.85,Fiber,One year,Bank transfer,0,0
CUST_002916,69,19,67.83,1198.66,DSL,One year,Bank transfer,0,0
CUST_002917,39,2,57.8,130.99,Fiber,One year,Mailed check,1,0
CUST_002918,52,8,105.58,995.21,Fiber,One year,Bank transfer,1,1
CUST_002919,43,5,87.1,426.51,Fiber,Month-to-month,Electronic check,1,1
CUST_002920,61,12,61.22,743.28,Fiber,One year,Bank transfer,6,0
CUST_002921,31,2,82.56,170.64,Fiber,Month-to-month,Electronic check,2,1
CUST_002922,53,1,40.36,40.36,DSL,One year,Mailed check,4,0
CUST_002923,39,25,70.01,1650.8,DSL,One year,Bank transfer,1,0
CUST_002924,41,22,46.24,918.39,No,Two year,Credit card,1,1
CUST_002925,43,29,31.23,942.43,DSL,One year,Credit card,3,0
CUST_002926,45,25,80.69,2093.06,DSL,One year,Bank transfer,3,0
CUST_002927,40,2,83.17,246.85,Fiber,Month-to-month,Credit card,1,0
CUST_002928,45,8,74.14,555.3,DSL,Two year,Bank transfer,5,0
CUST_002929,65,3,61.34,293.35,Fiber,Month-to-month,Bank transfer,1,0
CUST_002930,56,44,39.67,1776.34,Fiber,Two year,Bank transfer,1,1
CUST_002931,55,32,41.77,1343.81,DSL,One year,Credit card,0,0
CUST_002932,35,5,45.61,45.61,DSL,Month-to-month,Bank transfer,1,0
CUST_002933,28,10,60.33,521.52,DSL,Two year,Credit card,3,0
CUST_002934,56,81,86.52,6856.3,Fiber,Month-to-month,Electronic check,2,0
CUST_002935,55,21,86.21,1873.08,No,Month-to-month,Credit card,2,1
CUST_002936,64,38,32.03,1226.59,DSL,Month-to-month,Electronic check,0,0
CUST_002937,32,7,51.14,250.75,Fiber,Two year,Bank transfer,3,0
CUST_002938,38,5,50.6,283.42,Fiber,One year,Credit card,2,1
CUST_002939,18,36,20.0,577.65,DSL,Two year,Credit card,1,0
